WC_Location,WorkCenter,Date_Wrk,Shift_Wrk,Part_Num,unitperHr,cycle_time(mins),UpQty,scrap,schMins,PlannedDownMins,stopTime,ExpectedRun,ActualRunTime,OEEAvailability,ActualPerformance,ExpectedPerformance,OEEPerformance,OEEQuality
Mytox 1,206-0800P008,2023-03-17 00:00:00,2,F78MU001,827.00,0.07,2340,0,480,30,45,400,355,0.8875,2340,5071.428571428571,0.4614084507042254,1
Mytox 1,206-0800P008,2023-03-17 00:00:00,2,G35BC001,1800.00,0.03,5000,0,480,240,0,190,190,1,5000,6333.333333333334,0.7894736842105262,1
Mytox 1,206-0800P008,2023-03-17 00:00:00,3,F78MU001,827.00,0.07,1450,0,360,135,0,175,175,1,1450,2499.9999999999995,0.5800000000000001,1
Mytox 1,207-0400P009,2023-03-17 00:00:00,1,X65MUC01,87.00,0.69,474,30,480,30,90,400,310,0.775,474,449.2753623188406,1.055032258064516,0.9367088607594937
Mytox 1,212-0200P003,2023-03-17 00:00:00,1,N24GR136,200.00,0.3,780,0,240,30,0,210,210,1,780,700,1.1142857142857143,1
Mytox 1,212-0200P003,2023-03-17 00:00:00,1,N25GL136,200.00,0.3,780,0,240,30,0,210,210,1,780,700,1.1142857142857143,1
Mytox 1,212-0200P003,2023-03-17 00:00:00,3,N24GR136,200.00,0.3,624,0,240,0,0,240,240,1,624,800,0.78,1
Mytox 1,212-0200P003,2023-03-17 00:00:00,3,N25GL136,200.00,0.3,624,0,240,0,0,240,240,1,624,800,0.78,1
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,1,G42GL106,57.00,1.05,303,3,240,0,0,240,240,1,303,228.57142857142856,1.325625,0.9900990099009901
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,1,G43GR106,57.00,1.05,303,3,240,0,0,240,240,1,303,228.57142857142856,1.325625,0.9900990099009901
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,1,G64GL006,125.00,0.48,304,4,210,0,0,210,210,1,304,437.5,0.6948571428571428,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,1,G65GR006,125.00,0.48,304,4,270,0,0,270,270,1,304,562.5,0.5404444444444444,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,2,G46GL106,91.00,0.66,304,4,120,0,0,120,120,1,304,181.8181818181818,1.6720000000000002,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,2,G47GR106,91.00,0.66,304,4,120,0,0,120,120,1,304,181.8181818181818,1.6720000000000002,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,2,G64GL006,125.00,0.48,304,4,120,0,0,120,120,1,304,250,1.216,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,2,G65GR006,125.00,0.48,304,4,120,0,0,120,120,1,304,250,1.216,0.9868421052631579
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,3,G30GL006,125.00,0.48,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,240.00000000000003,1.0583333333333331,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,3,G31GR006,125.00,0.48,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,240.00000000000003,1.0583333333333331,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,3,G73RL006,42.00,1.43,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,80.55944055944056,3.152951388888889,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-17 00:00:00,3,G74RR006,42.00,1.43,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,80.55944055944056,3.152951388888889,0.984251968503937
Mytox 1,224-BD009 & P053,2023-03-17 00:00:00,1,N14NR141,200.00,0.3,900,0,240,0,0,240,240,1,900,800,1.125,1
Mytox 1,224-BD009 & P053,2023-03-17 00:00:00,1,N15NL141,200.00,0.3,900,0,240,0,0,240,240,1,900,800,1.125,1
Mytox 1,239-0200P010,2023-03-17 00:00:00,1,T78GL056,184.00,0.33,700,0,480,0,0,430,430,1,700,1303.030303030303,0.5372093023255814,1
Mytox 1,239-0200P010,2023-03-17 00:00:00,1,T78GR056,184.00,0.33,700,0,480,0,0,430,430,1,700,1303.030303030303,0.5372093023255814,1
Mytox 1,239-0200P010,2023-03-17 00:00:00,3,T78GL056,184.00,0.33,1000,0,240,0,90,240,150,0.625,1000,454.5454545454545,2.2,1
Mytox 1,239-0200P010,2023-03-17 00:00:00,3,T78GR056,184.00,0.33,1000,0,240,0,90,240,150,0.625,1000,454.5454545454545,2.2,1
Mytox 1,240-0200P024,2023-03-17 00:00:00,3,T78GL126,184.00,0.33,546,0,300,0,60,300,240,0.8,546,727.2727272727273,0.75075,1
Mytox 1,240-0200P024,2023-03-17 00:00:00,3,T78GR126,184.00,0.33,546,0,300,0,60,300,240,0.8,546,727.2727272727273,0.75075,1
Mytox 1,241-0200P011,2023-03-17 00:00:00,2,T78GL046,184.00,0.33,252,0,120,0,0,120,120,1,252,363.6363636363636,0.6930000000000001,1
Mytox 1,242-0200P023,2023-03-17 00:00:00,2,T78GL126,184.00,0.33,624,0,360,0,120,310,190,0.6129032258064516,624,575.7575757575758,1.0837894736842106,1
Mytox 1,242-0200P023,2023-03-17 00:00:00,2,T78GR126,184.00,0.33,624,0,360,0,0,310,310,1,624,939.3939393939394,0.664258064516129,1
Mytox 1,242-0200P023,2023-03-17 00:00:00,3,T66GL006,120.00,0.5,224,0,180,0,60,180,120,0.6666666666666666,224,240,0.9333333333333333,1
Mytox 1,242-0200P023,2023-03-17 00:00:00,3,T66GR006,120.00,0.5,224,0,180,0,60,180,120,0.6666666666666666,224,240,0.9333333333333333,1
Mytox 1,245-0250P034,2023-03-17 00:00:00,1,1WDAL101,90.00,0.67,512,20,300,0,0,300,300,1,512,447.76119402985074,1.1434666666666666,0.9609375
Mytox 1,262-WS WELDER,2023-03-17 00:00:00,1,CW2MU002,29.00,2.07,210,0,480,0,0,430,430,1,210,207.72946859903382,1.0109302325581395,1
Mytox 1,262-WS WELDER,2023-03-17 00:00:00,2,CW2MU002,29.00,2.07,201,0,465,60,0,355,355,1,201,171.49758454106282,1.1720281690140844,1
Mytox 1,272-ANOTECH ROLLING MILL #15,2023-03-17 00:00:00,1,N14GU010,1200.00,0.05,2430,20,240,75,0,165,165,1,2430,3300,0.7363636363636363,0.9917695473251029
Mytox 1,272-ANOTECH ROLLING MILL #15,2023-03-17 00:00:00,1,N14GU030,1200.00,0.05,900,5,180,60,0,120,120,1,900,2400,0.375,0.9944444444444445
Mytox 1,275-DS WELDER,2023-03-17 00:00:00,1,DDSMU702,41.00,1.46,64,0,180,0,0,180,180,1,64,123.28767123287672,0.5191111111111111,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,1,C94ER111,13.00,4.62,36,0,240,0,0,240,240,1,36,51.94805194805195,0.6930000000000001,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,1,C95EL101,13.00,4.62,36,0,240,0,0,240,240,1,36,51.94805194805195,0.6930000000000001,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,1,LL6EU001,8.00,7.5,54,0,480,0,0,430,430,1,54,57.333333333333336,0.9418604651162791,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,2,LL6EU001,8.00,7.5,42,0,405,0,0,355,355,1,42,47.333333333333336,0.8873239436619718,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,3,C94ER111,13.00,4.62,34,0,480,0,0,430,430,1,34,93.07359307359307,0.36530232558139536,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,3,C95EL101,13.00,4.62,32,0,240,0,0,240,240,1,32,51.94805194805195,0.616,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-17 00:00:00,3,LL6EU001,8.00,7.5,32,0,240,0,0,240,240,1,32,32,1,1
Mytox 1,335-DT ARB,2023-03-17 00:00:00,1,CDTAL306,33.00,1,36,0,74,0,0,74,74,1,36,74,0.4864864864864865,1
Mytox 1,335-DT ARB,2023-03-17 00:00:00,1,CDTAR306,33.00,1,153,0,381,0,0,331,331,1,153,331,0.4622356495468278,1
Mytox 1,335-DT ARB,2023-03-17 00:00:00,2,CDTAR306,33.00,1,198,0,398,0,0,348,348,1,198,348,0.5689655172413793,1
Mytox 1,336-DJ ASSEMBLY,2023-03-17 00:00:00,2,CDJAR106,34.00,1,126,0,258,0,0,258,258,1,126,258,0.4883720930232558,1
Mytox 1,336-DJ ASSEMBLY,2023-03-17 00:00:00,2,CDJAR116,34.00,1,72,0,167,0,0,167,167,1,72,167,0.4311377245508982,1
Mytox 1,336-DJ ASSEMBLY,2023-03-17 00:00:00,3,CDJAL116,34.00,1,58,0,184,0,0,184,184,1,58,184,0.31521739130434784,1
Mytox 1,338-X167 MERCEDES,2023-03-17 00:00:00,1,D24AL306,12.00,1,24,0,128,0,0,128,128,1,24,128,0.1875,1
Mytox 1,338-X167 MERCEDES,2023-03-17 00:00:00,1,D25AR306,12.00,1,54,0,246,0,0,246,246,1,54,246,0.21951219512195122,1
Mytox 1,"412-X61F SASH ASY B103, B104, B105",2023-03-17 00:00:00,2,T78GC000,100.00,0.6,520,0,480,0,180,430,250,0.5813953488372093,520,416.6666666666667,1.248,1
Mytox 1,442-GMX350 - SPOTWELD & TAPE ASSY,2023-03-17 00:00:00,3,157ML106,240.00,0.25,823,3,330,19.8,0,260.2,260.2,1,823,1040.8,0.790737893927748,0.9963547995139733
Mytox 1,442-GMX350 - SPOTWELD & TAPE ASSY,2023-03-17 00:00:00,3,158MR106,240.00,0.25,316,0,150,0,0,150,150,1,316,600,0.5266666666666666,1
Mytox 1,"450-SPOTWELD, TAPE ASSY, GMX352 FR",2023-03-17 00:00:00,2,G42GL106,57.00,1.05,304,4,240,0,0,240,240,1,304,228.57142857142856,1.33,0.9868421052631579
Mytox 1,"450-SPOTWELD, TAPE ASSY, GMX352 FR",2023-03-17 00:00:00,2,G43GR106,57.00,1.05,304,4,240,0,0,240,240,1,304,228.57142857142856,1.33,0.9868421052631579
Mytox 1,453-X167 STEP PAD SUB ASSY,2023-03-17 00:00:00,1,D25AR005,12.00,5,61,0,480,0,120,430,310,0.7209302325581395,61,62,0.9838709677419355,1
Mytox 1,453-X167 STEP PAD SUB ASSY,2023-03-17 00:00:00,1,D67AR005,11.00,5.45,61,0,360,0,0,310,310,1,61,56.88073394495412,1.0724193548387098,1
Mytox 1,807-JS27&41  IMC2 & 3 & PP 1300T,2023-03-17 00:00:00,1,CWSMU106,48.00,1.25,332,8,465,0.75,0,414.25,414.25,1,332,331.4,1.0018105009052505,0.9759036144578314
Mytox 1,807-JS27&41  IMC2 & 3 & PP 1300T,2023-03-17 00:00:00,1,P78RU006,60.00,1,330,15,480,0,0,430,430,1,330,430,0.7674418604651163,0.9545454545454546
Mytox 1,807-JS27&41  IMC2 & 3 & PP 1300T,2023-03-17 00:00:00,2,P78RU006,60.00,1,495,0,465,0,0,415,415,1,495,415,1.1927710843373494,1
Mytox 1,"816-LD Upper, KM007",2023-03-17 00:00:00,1,H4AMU006,95.00,0.63,850,10,480,0,0,430,430,1,850,682.5396825396825,1.2453488372093025,0.9882352941176471
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-17 00:00:00,1,H1CMU106,70.00,0.86,378,18,465,195,15,465,450,0.967741935483871,378,523.2558139534884,0.7223999999999999,0.9523809523809523
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-17 00:00:00,2,H3SMU006,32.00,1.88,543,15,465,0,60,465,405,0.8709677419354839,543,215.42553191489364,2.5205925925925925,0.9723756906077348
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-17 00:00:00,1,G92AR006,18.00,1,160,0,457,0,0,407,407,1,160,407,0.3931203931203931,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-17 00:00:00,2,G91AL006,18.00,1,127,0,387,0,0,337,337,1,127,337,0.3768545994065282,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-17 00:00:00,2,G92AR006,18.00,1,24,0,64,0,0,64,64,1,24,64,0.375,1
Mytox 2,434-P552-8 LEFT,2023-03-17 00:00:00,2,FP5KU006,15.00,1,300,0,299,0,0,299,299,1,300,299,1.0033444816053512,1
Mytox 2,434-P552-8 LEFT,2023-03-17 00:00:00,3,FP5KU006,15.00,1,285,0,284,0,0,284,284,1,285,284,1.0035211267605635,1
Mytox 2,439A-T1XX SUV,2023-03-17 00:00:00,1,GTLAR306,27.00,2.22,97,0,245,45,0,200,200,1,97,90.09009009009009,1.0767,1
Mytox 2,439A-T1XX SUV,2023-03-17 00:00:00,1,GTSAR306,27.00,2.22,75,0,179,0,0,179,179,1,75,80.63063063063062,0.9301675977653633,1
Mytox 2,439A-T1XX SUV,2023-03-17 00:00:00,2,GTLAL306,27.00,2.22,135,0,359,30,0,279,279,1,135,125.67567567567566,1.0741935483870968,1
Mytox 2,439A-T1XX SUV,2023-03-17 00:00:00,2,GTSAL306,27.00,2.22,45,0,94,0,0,94,94,1,45,42.34234234234234,1.0627659574468085,1
Mytox 2,439A-T1XX SUV,2023-03-17 00:00:00,3,GTSAL306,27.00,2.22,205,0,453,0,0,403,403,1,205,181.53153153153153,1.1292803970223326,1
Mytox 2,439B-T1XX SUV 2,2023-03-17 00:00:00,1,GTSAR306,27.00,2.22,30,0,73,0,0,73,73,1,30,32.88288288288288,0.9123287671232877,1
Mytox 2,447-V363N ASSEMBLY,2023-03-17 00:00:00,2,FV3AL166,22.00,1,71,0,130,0,0,130,130,1,71,130,0.5461538461538461,1
Mytox 2,447-V363N ASSEMBLY,2023-03-17 00:00:00,2,FV3AR466,22.00,1,60,0,193,0,0,193,193,1,60,193,0.31088082901554404,1
Mytox 2,458- DT REAR BED STEP ASSY,2023-03-17 00:00:00,2,CDTKU416,44.00,1,220,0,436,0,0,386,386,1,220,386,0.5699481865284974,1
Mytox 2,467A-P702S A,2023-03-17 00:00:00,1,FP7AR306,30.00,2,122,0,459,150,60,259,199,0.7683397683397684,122,99.5,1.2261306532663316,1
Mytox 2,467A-P702S A,2023-03-17 00:00:00,2,FP7AR306,30.00,2,208,0,454,0,0,404,404,1,208,202,1.0297029702970297,1
Mytox 2,467B-P702S B,2023-03-17 00:00:00,1,FP7AL306,30.00,2,176,0,458,50,55,358,303,0.8463687150837989,176,151.5,1.1617161716171618,1
Mytox 2,467B-P702S B,2023-03-17 00:00:00,2,FP7AL306,30.00,2,190,0,448,0,0,398,398,1,190,199,0.9547738693467337,1
Mytox 2,468A-P702 A,2023-03-17 00:00:00,1,FP7LR406,30.00,2,109,0,451,70,150,331,181,0.5468277945619335,109,90.5,1.2044198895027625,1
Mytox 2,468A-P702 A,2023-03-17 00:00:00,3,FP7LR406,30.00,2,213,0,450,0,0,400,400,1,213,200,1.065,1
Mytox 2,468B-P702 B,2023-03-17 00:00:00,1,FP7LL406,30.00,2,195,0,445,35,0,360,360,1,195,180,1.0833333333333333,1
Mytox 2,468B-P702 B,2023-03-17 00:00:00,2,FP7LL406,30.00,2,138,0,343,0,0,293,293,1,138,146.5,0.9419795221843004,1
Mytox 2,468B-P702 B,2023-03-17 00:00:00,3,FP7LL406,30.00,2,101,0,200,30,0,170,170,1,101,85,1.188235294117647,1
Mytox 2,469-DT MFTG BED STEP,2023-03-17 00:00:00,1,CDMKU006,22.00,1,160,0,400,0,0,350,350,1,160,350,0.45714285714285713,1
Mytox 2,469-DT MFTG BED STEP,2023-03-17 00:00:00,2,CDMKU006,22.00,1,160,0,406,0,0,356,356,1,160,356,0.449438202247191,1
Mytox 2,470A-T1XX HD,2023-03-17 00:00:00,1,GBLAR106,27.00,2.22,72,0,167,0,0,167,167,1,72,75.22522522522522,0.9571257485029941,1
Mytox 2,470A-T1XX HD,2023-03-17 00:00:00,1,GBRAR106,27.00,2.22,72,0,193,0,0,193,193,1,72,86.93693693693693,0.8281865284974094,1
Mytox 2,470A-T1XX HD,2023-03-17 00:00:00,2,GBLAR106,27.00,2.22,78,0,217,30,0,187,187,1,78,84.23423423423422,0.9259893048128344,1
Mytox 2,470A-T1XX HD,2023-03-17 00:00:00,2,GBRAR106,27.00,2.22,84,0,228,0,0,228,228,1,84,102.7027027027027,0.8178947368421053,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,1,GBLAL106,27.00,2.22,102,0,308,15,15,243,228,0.9382716049382716,102,102.7027027027027,0.9931578947368421,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,1,GBRAL106,27.00,2.22,51,0,119,0,0,119,119,1,51,53.6036036036036,0.9514285714285714,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,2,GBLAL106,27.00,2.22,72,0,215,30,60,185,125,0.6756756756756757,72,56.306306306306304,1.27872,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,2,GBRAL106,27.00,2.22,57,0,142,0,0,142,142,1,57,63.963963963963955,0.8911267605633804,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,2,GBRAR106,27.00,2.22,32,0,72,0,0,72,72,1,32,32.43243243243243,0.9866666666666668,1
Mytox 2,470B-T1xxHD2,2023-03-17 00:00:00,3,GBRAR106,27.00,2.22,131,0,458,165,0,243,243,1,131,109.45945945945945,1.1967901234567901,1
Mytox 2,481-WS FIXED STEP,2023-03-17 00:00:00,1,C74AR306,43.00,1,89,0,233,0,0,233,233,1,89,233,0.38197424892703863,1
Mytox 2,481-WS FIXED STEP,2023-03-17 00:00:00,1,C90AR206,43.00,1,72,0,196,0,0,196,196,1,72,196,0.3673469387755102,1
Mytox 2,482-WS POWER STEP,2023-03-17 00:00:00,1,C95AL306,27.00,1,25,0,155,0,0,155,155,1,25,155,0.16129032258064516,1
Mytox 2,482-WS POWER STEP,2023-03-17 00:00:00,1,CXJAR106,27.00,1,26,0,151,0,0,151,151,1,26,151,0.17218543046357615,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-17 00:00:00,1,TTUAR206,27.00,1,31,0,61,0,0,61,61,1,31,61,0.5081967213114754,1
Mytox 2,488-WS POWER STEP LWB,2023-03-17 00:00:00,1,C7BAL206,16.00,1,29,0,288,0,0,288,288,1,29,288,0.10069444444444445,1
Mytox 1,"103-RLFRM,007,2""",2023-03-16 00:00:00,1,GTCLU000,145.00,0.41,1376,75,480,0,120,430,310,0.7209302325581395,1376,756.0975609756098,1.8198709677419354,0.9454941860465116
Mytox 1,"103-RLFRM,007,2""",2023-03-16 00:00:00,2,GTCLU000,145.00,0.41,1116,65,480,45,75,385,310,0.8051948051948052,1116,756.0975609756098,1.476,0.9417562724014337
Mytox 1,116-HONDA PROJ WELD-LWR STAYS,2023-03-16 00:00:00,3,H1CBU002,88.00,0.68,914,14,480,0,25.2,430,404.8,0.9413953488372093,914,595.2941176470588,1.5353754940711464,0.9846827133479212
Mytox 1,117-HONDA PROJ WELD-UPR & LATC,2023-03-16 00:00:00,2,H1CBC012,88.00,0.68,1216,0,480,0,0,430,430,1,1216,632.3529411764705,1.9229767441860468,1
Mytox 1,117-HONDA PROJ WELD-UPR & LATC,2023-03-16 00:00:00,3,H1CBC012,88.00,0.68,1050,0,480,0,0,430,430,1,1050,632.3529411764705,1.66046511627907,1
Mytox 1,128-RLFRM - T1XX P375 FRAME RAILS,2023-03-16 00:00:00,1,J88RL300,459.00,0.13,4586,50,480,0,60,430,370,0.8604651162790697,4586,2846.153846153846,1.6112972972972972,0.9890972525076319
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-16 00:00:00,1,N14NR242,200.00,0.3,818,2,480,0,0,430,430,1,818,1433.3333333333335,0.5706976744186046,0.9975550122249389
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-16 00:00:00,1,N15NL242,200.00,0.3,818,2,480,0,0,430,430,1,818,1433.3333333333335,0.5706976744186046,0.9975550122249389
Mytox 1,143-GM BV1 WELD CELL,2023-03-16 00:00:00,1,GBVAU202,24.00,2.5,70,44,480,0,300,430,130,0.3023255813953488,70,52,1.3461538461538463,0.37142857142857144
Mytox 1,146-T1XX PIERCE & SWAGE,2023-03-16 00:00:00,1,J56RR306,183.00,0.33,312,0,90,15,0,75,75,1,312,227.27272727272725,1.3728,1
Mytox 1,149-0200P026,2023-03-16 00:00:00,2,C74RR001,30.00,2,75,1,270,180,0,90,90,1,75,45,1.6666666666666667,0.9866666666666667
Mytox 1,"171-P104, 100T Hand Transfer",2023-03-16 00:00:00,1,GBTRU012,21.00,2.86,23,0,180,0,100.2,180,79.8,0.4433333333333333,23,27.902097902097903,0.8243107769423559,1
Mytox 1,180-RM33 NOBLE,2023-03-16 00:00:00,1,T78GU000,445.00,0.13,1372,22,300,0,0,300,300,1,1372,2307.6923076923076,0.5945333333333334,0.9839650145772595
Mytox 1,180-RM33 NOBLE,2023-03-16 00:00:00,2,T78GU000,445.00,0.13,1460,60,480,0,45,430,385,0.8953488372093024,1460,2961.5384615384614,0.49298701298701303,0.958904109589041
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-16 00:00:00,1,140AR002,121.00,0.5,297,8,480,79.8,0,350.2,350.2,1,297,700.4,0.42404340376927474,0.9730639730639731
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-16 00:00:00,2,141AL002,121.00,0.5,249,3,240,90,0,150,150,1,249,300,0.83,0.9879518072289156
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-16 00:00:00,3,140AR002,121.00,0.5,245,5,240,90,0,150,150,1,245,300,0.8166666666666667,0.9795918367346939
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-16 00:00:00,3,141AL002,121.00,0.5,247,4,240,90,0,150,150,1,247,300,0.8233333333333334,0.9838056680161943
Mytox 1,199-P708 FRONT BOLSTER ASSY,2023-03-16 00:00:00,1,F78MU205,102.00,0.59,432,3,420,45,20.4,325,304.6,0.9372307692307693,432,516.271186440678,0.8367695338148391,0.9930555555555556
Mytox 1,199-P708 FRONT BOLSTER ASSY,2023-03-16 00:00:00,3,F78MU205,102.00,0.59,375,1,480,0,180,430,250,0.5813953488372093,375,423.7288135593221,0.8849999999999999,0.9973333333333333
Mytox 1,202-0300P004,2023-03-16 00:00:00,1,CDTMU001,900.00,0.07,3450,0,240,0,0,240,240,1,3450,3428.5714285714284,1.00625,1
Mytox 1,203-0300P005,2023-03-16 00:00:00,1,GBVAU111,1185.00,0.05,1000,0,480,240,60,190,130,0.6842105263157895,1000,2600,0.38461538461538464,1
Mytox 1,204-0400P043,2023-03-16 00:00:00,1,140AC021,1200.00,0.05,1840,0,480,150,135,280,145,0.5178571428571429,1840,2900,0.6344827586206897,1
Mytox 1,204-0400P043,2023-03-16 00:00:00,2,H1CBC001,919.00,0.07,1300,0,480,300,0,130,130,1,1300,1857.1428571428569,0.7000000000000001,1
Mytox 1,206-0800P008,2023-03-16 00:00:00,1,CDTRU001,900.00,0.07,5000,0,480,90,0,340,340,1,5000,4857.142857142857,1.0294117647058825,1
Mytox 1,206-0800P008,2023-03-16 00:00:00,2,CDTRU011,900.00,0.07,5120,0,480,120,0,310,310,1,5120,4428.571428571428,1.1561290322580646,1
Mytox 1,206-0800P008,2023-03-16 00:00:00,3,140AC011,1200.00,0.05,1933,0,480,75,0,355,355,1,1933,7100,0.27225352112676054,1
Mytox 1,207-0400P009,2023-03-16 00:00:00,1,X65MUC01,87.00,0.69,424,40,480,30,90,400,310,0.775,424,449.2753623188406,0.9437419354838709,0.9056603773584906
Mytox 1,212-0200P003,2023-03-16 00:00:00,3,N24GR136,200.00,0.3,702,0,240,0,0,240,240,1,702,800,0.8775,1
Mytox 1,212-0200P003,2023-03-16 00:00:00,3,N25GL136,200.00,0.3,702,0,240,0,0,240,240,1,702,800,0.8775,1
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G30GL006,125.00,0.48,229,4,120,0,0,120,120,1,229,250,0.916,0.982532751091703
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G31GR006,125.00,0.48,229,4,150,45,0,105,105,1,229,218.75,1.046857142857143,0.982532751091703
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G42GL106,57.00,1.05,252,2,180,0,0,180,180,1,252,171.42857142857142,1.4700000000000002,0.9920634920634921
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G43GR106,57.00,1.05,252,2,240,0,0,240,240,1,252,228.57142857142856,1.1025,0.9920634920634921
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G73RL006,42.00,1.43,204,4,105,0,0,105,105,1,204,73.42657342657343,2.7782857142857145,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,1,G74RR006,42.00,1.43,204,4,105,0,0,105,105,1,204,73.42657342657343,2.7782857142857145,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,2,G30GL006,125.00,0.48,204,4,90,0,0,90,90,1,204,187.5,1.088,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,2,G31GR006,125.00,0.48,204,4,90,0,0,90,90,1,204,187.5,1.088,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,2,G73RL006,42.00,1.43,204,4,150,60,0,90,90,1,204,62.93706293706294,3.241333333333333,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,2,G74RR006,42.00,1.43,204,4,150,60,0,90,90,1,204,62.93706293706294,3.241333333333333,0.9803921568627451
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,3,G30GL006,125.00,0.48,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,240.00000000000003,1.0583333333333331,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,3,G31GR006,125.00,0.48,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,240.00000000000003,1.0583333333333331,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,3,G73RL006,42.00,1.43,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,80.55944055944056,3.152951388888889,0.984251968503937
Mytox 1,220-C1UX WELDING,2023-03-16 00:00:00,3,G74RR006,42.00,1.43,254,4,120,0,4.8,120,115.2,0.9600000000000001,254,80.55944055944056,3.152951388888889,0.984251968503937
Mytox 1,239-0200P010,2023-03-16 00:00:00,3,T78GL056,184.00,0.33,900,0,240,0,90,240,150,0.625,900,454.5454545454545,1.9800000000000002,1
Mytox 1,239-0200P010,2023-03-16 00:00:00,3,T78GR056,184.00,0.33,900,0,240,0,90,240,150,0.625,900,454.5454545454545,1.9800000000000002,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,1,T66GL006,120.00,0.5,336,0,240,90,0,150,150,1,336,300,1.12,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,1,T66GR006,120.00,0.5,336,0,240,90,0,150,150,1,336,300,1.12,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,1,T78GL036,184.00,0.33,840,0,600,15,0,535,535,1,840,1621.2121212121212,0.5181308411214953,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,1,T78GR036,184.00,0.33,840,0,600,15,0,535,535,1,840,1621.2121212121212,0.5181308411214953,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,2,T78GL046,184.00,0.33,420,0,240,0,0,240,240,1,420,727.2727272727273,0.5775,1
Mytox 1,240-0200P024,2023-03-16 00:00:00,2,T78GR046,184.00,0.33,420,0,240,0,0,240,240,1,420,727.2727272727273,0.5775,1
