WC_Location,WorkCenter,Date_Wrk,Shift_Wrk,Part_Num,unitperHr,cycle_time(mins),UpQty,scrap,schMins,PlannedDownMins,stopTime,ExpectedRun,ActualRunTime,OEEAvailability,ActualPerformance,ExpectedPerformance,OEEPerformance,OEEQuality
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-27 00:00:00,3,C94ER101,13.00,4.62,50,0,480,0,0,430,430,1,50,93.07359307359307,0.5372093023255814,1
Mytox 1,334-MACH L405 L EXTRUSION ALUM,2023-03-27 00:00:00,3,C95EL101,13.00,4.62,34,0,480,0,30,430,400,0.9302325581395349,34,86.58008658008657,0.39270000000000005,1
Mytox 1,338-X167 MERCEDES,2023-03-27 00:00:00,1,D24AL306,12.00,1,78,0,374,0,0,324,324,1,78,324,0.24074074074074073,1
Mytox 1,"412-X61F SASH ASY B103, B104, B105",2023-03-27 00:00:00,2,T78GC000,100.00,0.6,310,0,480,0,105,430,325,0.7558139534883721,310,541.6666666666667,0.5723076923076922,1
Mytox 1,433-K2CX GEN V ASSEMBLY,2023-03-27 00:00:00,1,LL6KL106,18.00,1,46,0,380,0,0,330,330,1,46,330,0.1393939393939394,1
Mytox 1,433-K2CX GEN V ASSEMBLY,2023-03-27 00:00:00,2,LL6KL106,18.00,1,44,0,216,0,0,216,216,1,44,216,0.2037037037037037,1
Mytox 1,433-K2CX GEN V ASSEMBLY,2023-03-27 00:00:00,2,LL6KR106,18.00,1,26,0,176,0,0,176,176,1,26,176,0.14772727272727273,1
Mytox 1,442-GMX350 - SPOTWELD & TAPE ASSY,2023-03-27 00:00:00,3,157ML106,240.00,0.25,420,0,225,0,0,225,225,1,420,900,0.4666666666666667,1
Mytox 1,442-GMX350 - SPOTWELD & TAPE ASSY,2023-03-27 00:00:00,3,168ML202,240.00,0.25,422,2,255,0,30,255,225,0.8823529411764706,422,900,0.4688888888888889,0.995260663507109
Mytox 1,"450-SPOTWELD, TAPE ASSY, GMX352 FR",2023-03-27 00:00:00,2,G42GL106,57.00,1.05,254,4,240,0,0,240,240,1,254,228.57142857142856,1.11125,0.984251968503937
Mytox 1,"450-SPOTWELD, TAPE ASSY, GMX352 FR",2023-03-27 00:00:00,2,G43GR106,57.00,1.05,254,4,240,0,0,240,240,1,254,228.57142857142856,1.11125,0.984251968503937
Mytox 1,453-X167 STEP PAD SUB ASSY,2023-03-27 00:00:00,1,D24AL005,12.00,5,47,0,480,0,225,430,205,0.47674418604651164,47,41,1.146341463414634,1
Mytox 1,453-X167 STEP PAD SUB ASSY,2023-03-27 00:00:00,1,D67AL005,11.00,5.45,47,0,255,0,0,255,255,1,47,46.788990825688074,1.0045098039215685,1
Mytox 1,807-JS27&41  IMC2 & 3 & PP 1300T,2023-03-27 00:00:00,1,CWSMU106,48.00,1.25,341,17,465,0.75,0,414.25,414.25,1,341,331.4,1.0289680144840072,0.9501466275659824
Mytox 1,807-JS27&41  IMC2 & 3 & PP 1300T,2023-03-27 00:00:00,2,P06RU306,60.00,1,495,0,465,0,0,415,415,1,495,415,1.1927710843373494,1
Mytox 1,810-UF KM6,2023-03-27 00:00:00,1,M94NC001,61.00,0.98,430,0,465,0,30,415,385,0.927710843373494,430,392.8571428571429,1.0945454545454545,1
Mytox 1,810-UF KM6,2023-03-27 00:00:00,1,P06RU306,60.00,1,503,8,480,0,0,430,430,1,503,430,1.169767441860465,0.9840954274353877
Mytox 1,810-UF KM6,2023-03-27 00:00:00,2,M94NC001,61.00,0.98,420,0,465,45,0,370,370,1,420,377.55102040816325,1.1124324324324324,1
Mytox 1,812-RU FOAM SEALING,2023-03-27 00:00:00,1,M94NC006,144.00,0.42,544,0,300,0,30,300,270,0.9,544,642.8571428571429,0.8462222222222222,1
Mytox 1,812-RU FOAM SEALING,2023-03-27 00:00:00,2,M94NC006,144.00,0.42,180,0,90,0,0,90,90,1,180,214.2857142857143,0.84,1
Mytox 1,"816-LD Upper, KM007",2023-03-27 00:00:00,1,H4AMU006,95.00,0.63,850,10,480,0,0,430,430,1,850,682.5396825396825,1.2453488372093025,0.9882352941176471
Mytox 1,"816-LD Upper, KM007",2023-03-27 00:00:00,2,H4AMU006,95.00,0.63,900,0,465,0,0,415,415,1,900,658.7301587301587,1.366265060240964,1
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-27 00:00:00,1,H3SMU006,32.00,1.88,264,0,210,0,0,210,210,1,264,111.70212765957447,2.3634285714285714,1
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-27 00:00:00,2,H1CMU146,70.00,0.86,206,14,465,0,330,465,135,0.2903225806451613,206,156.97674418604652,1.3122962962962963,0.9320388349514563
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-27 00:00:00,1,G91AL006,18.00,1,92,0,335,0,0,285,285,1,92,285,0.32280701754385965,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-27 00:00:00,3,G92AR006,18.00,1,122,0,447,0,0,397,397,1,122,397,0.30730478589420657,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-27 00:00:00,3,GTCAR916,18.00,1,24,0,87,0,0,87,87,1,24,87,0.27586206896551724,1
Mytox 2,434-P552-8 LEFT,2023-03-27 00:00:00,3,FP8AL906,30.00,1,132,0,354,0,0,304,304,1,132,304,0.4342105263157895,1
Mytox 2,439A-T1XX SUV,2023-03-27 00:00:00,1,GTSAL306,27.00,2.22,163,0,426,50,15,326,311,0.9539877300613497,163,140.0900900900901,1.1635369774919615,1
Mytox 2,439A-T1XX SUV,2023-03-27 00:00:00,2,GTLAR306,27.00,2.22,74,0,183,0,0,183,183,1,74,82.43243243243242,0.897704918032787,1
Mytox 2,439A-T1XX SUV,2023-03-27 00:00:00,2,GTSAL306,27.00,2.22,101,0,226,30,0,196,196,1,101,88.28828828828829,1.1439795918367348,1
Mytox 2,439A-T1XX SUV,2023-03-27 00:00:00,3,GTLAL306,27.00,2.22,183,0,429,40,0,339,339,1,183,152.70270270270268,1.1984070796460178,1
Mytox 2,439B-T1XX SUV 2,2023-03-27 00:00:00,3,GTSAR306,27.00,2.22,146,0,385,0,0,335,335,1,146,150.9009009009009,0.9675223880597016,1
Mytox 2,454-P552-8 RIGHT,2023-03-27 00:00:00,3,FP8AR906,30.00,1,198,0,448,0,0,398,398,1,198,398,0.49748743718592964,1
Mytox 2,458- DT REAR BED STEP ASSY,2023-03-27 00:00:00,1,CDTKU416,44.00,1,170,0,429,0,0,379,379,1,170,379,0.44854881266490765,1
Mytox 2,458- DT REAR BED STEP ASSY,2023-03-27 00:00:00,2,CDJKU406,44.00,1,240,0,363,0,0,313,313,1,240,313,0.7667731629392971,1
Mytox 2,467A-P702S A,2023-03-27 00:00:00,1,FP7AR306,30.00,2,49,0,133,10,30,123,93,0.7560975609756098,49,46.5,1.053763440860215,1
Mytox 2,467A-P702S A,2023-03-27 00:00:00,2,FP7AR306,30.00,2,120,0,265,0,0,265,265,1,120,132.5,0.9056603773584906,1
Mytox 2,467A-P702S A,2023-03-27 00:00:00,2,FP7AR326,30.00,2,70,0,174,0,0,174,174,1,70,87,0.8045977011494253,1
Mytox 2,467B-P702S B,2023-03-27 00:00:00,1,FP7AL306,30.00,2,107,0,237,15,0,222,222,1,107,111,0.963963963963964,1
Mytox 2,467B-P702S B,2023-03-27 00:00:00,1,FP7AL326,30.00,2,25,0,63,0,0,63,63,1,25,31.5,0.7936507936507936,1
Mytox 2,467B-P702S B,2023-03-27 00:00:00,2,FP7AL306,30.00,2,172,0,455,0,0,405,405,1,172,202.5,0.8493827160493828,1
Mytox 2,467B-P702S B,2023-03-27 00:00:00,3,FP7AL306,30.00,2,218,0,424,0,0,374,374,1,218,187,1.1657754010695187,1
Mytox 2,468A-P702 A,2023-03-27 00:00:00,1,FP7LR406,30.00,2,169,0,453,60,0,343,343,1,169,171.5,0.9854227405247813,1
Mytox 2,468A-P702 A,2023-03-27 00:00:00,3,FP7LR406,30.00,2,200,0,412,0,0,362,362,1,200,181,1.1049723756906078,1
Mytox 2,468B-P702 B,2023-03-27 00:00:00,1,FP7LL406,30.00,2,186,0,449,35,0,364,364,1,186,182,1.021978021978022,1
Mytox 2,468B-P702 B,2023-03-27 00:00:00,2,FP7LL406,30.00,2,184,0,454,0,0,404,404,1,184,202,0.9108910891089109,1
Mytox 2,470A-T1XX HD,2023-03-27 00:00:00,1,GBLAR106,27.00,2.22,48,0,236,120,0,116,116,1,48,52.25225225225225,0.9186206896551725,1
Mytox 2,470A-T1XX HD,2023-03-27 00:00:00,1,GBRAR106,27.00,2.22,61,0,373,0,0,323,323,1,61,145.49549549549548,0.4192569659442725,1
Mytox 2,470A-T1XX HD,2023-03-27 00:00:00,2,GBLAR106,27.00,2.22,60,0,206,0,0,206,206,1,60,92.79279279279278,0.6466019417475729,1
Mytox 2,470A-T1XX HD,2023-03-27 00:00:00,2,GBRAR106,27.00,2.22,66,0,467,0,0,417,417,1,66,187.8378378378378,0.3513669064748202,1
Mytox 2,470B-T1xxHD2,2023-03-27 00:00:00,1,GBLAL106,27.00,2.22,37,0,467,105,0,312,312,1,37,140.54054054054052,0.2632692307692308,1
Mytox 2,470B-T1xxHD2,2023-03-27 00:00:00,1,GBRAR106,27.00,2.22,108,0,270,0,0,270,270,1,108,121.62162162162161,0.888,1
Mytox 2,470B-T1xxHD2,2023-03-27 00:00:00,2,GBLAL106,27.00,2.22,26,0,66,0,0,66,66,1,26,29.729729729729726,0.8745454545454546,1
Mytox 2,470B-T1xxHD2,2023-03-27 00:00:00,2,GBRAL106,27.00,2.22,156,0,383,0,0,333,333,1,156,150,1.04,1
Mytox 2,470B-T1xxHD2,2023-03-27 00:00:00,3,GBRAL106,27.00,2.22,147,0,441,45,0,346,346,1,147,155.85585585585585,0.9431791907514451,1
Mytox 2,481-WS FIXED STEP,2023-03-27 00:00:00,1,C75AL306,43.00,1,72,0,206,0,0,206,206,1,72,206,0.34951456310679613,1
Mytox 2,481-WS FIXED STEP,2023-03-27 00:00:00,1,C91AL206,43.00,1,48,0,135,0,0,135,135,1,48,135,0.35555555555555557,1
Mytox 2,482-WS POWER STEP,2023-03-27 00:00:00,1,C94AR306,27.00,1,27,0,106,0,0,106,106,1,27,106,0.25471698113207547,1
Mytox 2,482-WS POWER STEP,2023-03-27 00:00:00,1,C95AL306,27.00,1,49,0,251,0,0,251,251,1,49,251,0.1952191235059761,1
Mytox 2,482-WS POWER STEP,2023-03-27 00:00:00,2,C95AL306,27.00,1,97,0,444,0,0,394,394,1,97,394,0.24619289340101522,1
Mytox 2,482-WS POWER STEP,2023-03-27 00:00:00,2,CXJAL106,27.00,1,27,0,91,0,0,91,91,1,27,91,0.2967032967032967,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-27 00:00:00,1,TSQAL106,27.00,1,40,0,81,0,0,81,81,1,40,81,0.49382716049382713,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-27 00:00:00,1,TTUAL206,27.00,1,112,0,256,0,0,256,256,1,112,256,0.4375,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-27 00:00:00,1,TTUAR206,27.00,1,45,0,89,0,0,89,89,1,45,89,0.5056179775280899,1
Mytox 2,484-TOYOTA TUNDRA BED STEP,2023-03-27 00:00:00,2,TTUBL306,23.00,1,120,0,430,0,0,380,380,1,120,380,0.3157894736842105,1
Mytox 2,488-WS POWER STEP LWB,2023-03-27 00:00:00,1,C7BAL206,16.00,1,43,0,477,0,0,427,427,1,43,427,0.10070257611241218,1
Mytox 1,"103-RLFRM,007,2""",2023-03-26 00:00:00,1,FP7LU000,183.00,0.33,1300,26,420,0,30,370,340,0.918918918918919,1300,1030.3030303030303,1.261764705882353,0.98
Mytox 1,"103-RLFRM,007,2""",2023-03-26 00:00:00,2,FP7LU000,183.00,0.33,1335,35,480,0,15,430,415,0.9651162790697675,1335,1257.5757575757575,1.061566265060241,0.9737827715355806
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-26 00:00:00,1,140AR002,121.00,0.5,225,5,240,120,0,120,120,1,225,240,0.9375,0.9777777777777777
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-26 00:00:00,1,141AL002,121.00,0.5,225,5,240,120,0,120,120,1,225,240,0.9375,0.9777777777777777
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-26 00:00:00,2,140AR002,121.00,0.5,274,10,240,75,0,165,165,1,274,330,0.8303030303030303,0.9635036496350365
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-26 00:00:00,2,141AL002,121.00,0.5,280,2,240,75,0,165,165,1,280,330,0.8484848484848485,0.9928571428571429
Mytox 1,203-0300P005,2023-03-26 00:00:00,1,T66GL016,120.00,0.5,390,0,90,0,0,90,90,1,390,180,2.1666666666666665,1
Mytox 1,203-0300P005,2023-03-26 00:00:00,1,T66GR016,120.00,0.5,390,0,75,0,0,75,75,1,390,150,2.6,1
Mytox 1,204-0400P043,2023-03-26 00:00:00,1,G74RC001,919.00,0.07,2150,0,150,30,0,120,120,1,2150,1714.2857142857142,1.2541666666666667,1
Mytox 1,205-0300P007,2023-03-26 00:00:00,1,CTRRU021,900.00,0.07,1430,0,300,120,90,180,90,0.5,1430,1285.7142857142856,1.1122222222222224,1
Mytox 1,206-0800P008,2023-03-26 00:00:00,1,140AC011,1200.00,0.05,2600,0,480,0,345,430,85,0.19767441860465115,2600,1700,1.5294117647058822,1
Mytox 1,206-0800P008,2023-03-26 00:00:00,1,F78MU001,827.00,0.07,900,0,180,0,0,180,180,1,900,2571.428571428571,0.35000000000000003,1
Mytox 1,206-0800P008,2023-03-26 00:00:00,2,F78MU011,827.00,0.07,2700,0,465,165,0,250,250,1,2700,3571.428571428571,0.7560000000000001,1
Mytox 1,224-BD009 & P053,2023-03-26 00:00:00,1,N14NR141,200.00,0.3,300,0,75,0,0,75,75,1,300,250,1.2,1
Mytox 1,224-BD009 & P053,2023-03-26 00:00:00,1,N15NL141,200.00,0.3,300,0,75,0,0,75,75,1,300,250,1.2,1
Mytox 1,240-0200P024,2023-03-26 00:00:00,1,T78GL016,184.00,0.33,720,0,480,0,0,430,430,1,720,1303.030303030303,0.5525581395348838,1
Mytox 1,240-0200P024,2023-03-26 00:00:00,1,T78GR016,184.00,0.33,720,0,480,0,0,430,430,1,720,1303.030303030303,0.5525581395348838,1
Mytox 1,272-ANOTECH ROLLING MILL #15,2023-03-26 00:00:00,1,N14GU030,1200.00,0.05,781,5,75,0,0,75,75,1,781,1500,0.5206666666666667,0.9935979513444302
Mytox 1,272-ANOTECH ROLLING MILL #15,2023-03-26 00:00:00,1,N68GU130,900.00,0.07,1440,40,300,210,0,90,90,1,1440,1285.7142857142856,1.12,0.9722222222222222
Mytox 1,335-DT ARB,2023-03-26 00:00:00,3,CDTAL306,33.00,1,45,0,95,0,0,95,95,1,45,95,0.47368421052631576,1
Mytox 1,335-DT ARB,2023-03-26 00:00:00,3,CDTAR306,33.00,1,63,0,306,0,0,256,256,1,63,256,0.24609375,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-26 00:00:00,3,G91AL006,18.00,1,48,0,146,0,0,146,146,1,48,146,0.3287671232876712,1
Mytox 2,424-T1CX ARB FINAL ASSEMBLY,2023-03-26 00:00:00,3,G92AR006,18.00,1,132,0,273,0,0,273,273,1,132,273,0.4835164835164835,1
Mytox 2,439A-T1XX SUV,2023-03-26 00:00:00,3,GTSAL306,27.00,2.22,156,0,427,60,0,317,317,1,156,142.79279279279277,1.092492113564669,1
Mytox 2,439B-T1XX SUV 2,2023-03-26 00:00:00,3,GTSAL306,27.00,2.22,30,0,77,0,0,77,77,1,30,34.68468468468468,0.864935064935065,1
Mytox 2,439B-T1XX SUV 2,2023-03-26 00:00:00,3,GTSAR306,27.00,2.22,85,0,289,150,0,139,139,1,85,62.61261261261261,1.3575539568345325,1
Mytox 2,454-P552-8 RIGHT,2023-03-26 00:00:00,3,FP8AR906,30.00,1,210,0,424,0,0,374,374,1,210,374,0.5614973262032086,1
Mytox 2,458- DT REAR BED STEP ASSY,2023-03-26 00:00:00,3,CDTKU416,44.00,1,230,0,400,0,0,350,350,1,230,350,0.6571428571428571,1
Mytox 2,467A-P702S A,2023-03-26 00:00:00,3,FP7AL306,30.00,2,133,0,298,0,0,298,298,1,133,149,0.8926174496644296,1
Mytox 2,467A-P702S A,2023-03-26 00:00:00,3,FP7AR306,30.00,2,60,0,110,0,0,110,110,1,60,55,1.0909090909090908,1
Mytox 2,467B-P702S B,2023-03-26 00:00:00,3,FP7AR306,30.00,2,131,0,270,0,0,270,270,1,131,135,0.9703703703703703,1
Mytox 2,468A-P702 A,2023-03-26 00:00:00,3,FP7LR406,30.00,2,131,0,372,180,0,142,142,1,131,71,1.8450704225352113,1
Mytox 2,468B-P702 B,2023-03-26 00:00:00,3,FP7LL406,30.00,2,142,0,352,180,0,122,122,1,142,61,2.3278688524590163,1
Mytox 2,482-WS POWER STEP,2023-03-26 00:00:00,1,C94AR306,27.00,1,48,0,225,0,0,225,225,1,48,225,0.21333333333333335,1
Mytox 2,482-WS POWER STEP,2023-03-26 00:00:00,1,C95AL306,27.00,1,29,0,190,0,0,190,190,1,29,190,0.15263157894736842,1
Mytox 1,"103-RLFRM,007,2""",2023-03-25 00:00:00,1,FP7LU000,183.00,0.33,1169,25,300,0,30,300,270,0.9,1169,818.1818181818181,1.428777777777778,0.9786142001710864
Mytox 1,"103-RLFRM,007,2""",2023-03-25 00:00:00,2,FP7LU000,183.00,0.33,976,40,390,0,19.8,340,320.2,0.941764705882353,976,970.3030303030303,1.0058713304184885,0.9590163934426229
Mytox 1,139-P375 PIERCE & SWAGE,2023-03-25 00:00:00,1,J73RU006,183.00,0.33,1122,0,480,45,75,385,310,0.8051948051948052,1122,939.3939393939394,1.1943870967741936,1
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,1,140AR002,121.00,0.5,146,8,240,139.8,0,100.19999999999999,100.19999999999999,1,146,200.39999999999998,0.7285429141716567,0.9452054794520548
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,1,141AL002,121.00,0.5,146,7,240,139.8,0,100.19999999999999,100.19999999999999,1,146,200.39999999999998,0.7285429141716567,0.952054794520548
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,2,140AR002,121.00,0.5,250,5,240,79.8,0,160.2,160.2,1,250,320.4,0.7802746566791511,0.98
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,2,141AL002,121.00,0.5,250,5,240,79.8,0,160.2,160.2,1,250,320.4,0.7802746566791511,0.98
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,3,140AR002,121.00,0.5,222,4,240,120,0,120,120,1,222,240,0.925,0.9819819819819819
Mytox 1,181-P708 SIDE BOX ASSY WELD CELL,2023-03-25 00:00:00,3,141AL002,121.00,0.5,222,4,240,120,0,120,120,1,222,240,0.925,0.9819819819819819
Mytox 1,204-0400P043,2023-03-25 00:00:00,1,140AC021,1200.00,0.05,4400,0,480,30,90,400,310,0.775,4400,6200,0.7096774193548387,1
Mytox 1,205-0300P007,2023-03-25 00:00:00,1,H1CBU001,150.00,0.4,7200,0,480,0,0,430,430,1,7200,1075,6.6976744186046515,1
Mytox 1,206-0800P008,2023-03-25 00:00:00,1,167MU406,366.00,0.16,1570,1,480,60,0,370,370,1,1570,2312.5,0.6789189189189189,0.9993630573248408
Mytox 1,206-0800P008,2023-03-25 00:00:00,2,140AC011,1200.00,0.05,2768,0,480,0,85.2,430,344.8,0.8018604651162791,2768,6896,0.4013921113689095,1
Mytox 1,212-0200P003,2023-03-25 00:00:00,1,N24GR136,200.00,0.3,936,0,240,0,0,240,240,1,936,800,1.17,1
Mytox 1,212-0200P003,2023-03-25 00:00:00,1,N24GR216,200.00,0.3,315,0,120,0,0,120,120,1,315,400,0.7875,1
Mytox 1,212-0200P003,2023-03-25 00:00:00,1,N25GL136,200.00,0.3,936,0,240,0,0,240,240,1,936,800,1.17,1
Mytox 1,212-0200P003,2023-03-25 00:00:00,1,N25GL216,200.00,0.3,315,0,120,0,0,120,120,1,315,400,0.7875,1
Mytox 1,241-0200P011,2023-03-25 00:00:00,1,N28GR186,200.00,0.3,828,0,240,0,0,240,240,1,828,800,1.035,1
Mytox 1,241-0200P011,2023-03-25 00:00:00,1,N29GL186,200.00,0.3,828,0,240,0,0,240,240,1,828,800,1.035,1
Mytox 1,242-0200P023,2023-03-25 00:00:00,3,T66GL016,120.00,0.5,710,8,480,0,105,430,325,0.7558139534883721,710,650,1.0923076923076922,0.9887323943661972
Mytox 1,242-0200P023,2023-03-25 00:00:00,3,T66GR016,120.00,0.5,709,7,480,0,105,430,325,0.7558139534883721,709,650,1.0907692307692307,0.9901269393511989
Mytox 1,242-0200P023,2023-03-25 00:00:00,3,T78GL016,184.00,0.33,613,13,480,0,105,430,325,0.7558139534883721,613,984.8484848484848,0.6224307692307692,0.9787928221859706
Mytox 1,242-0200P023,2023-03-25 00:00:00,3,T78GR016,184.00,0.33,608,8,480,0,105,430,325,0.7558139534883721,608,984.8484848484848,0.6173538461538463,0.9868421052631579
Mytox 1,262-WS WELDER,2023-03-25 00:00:00,1,CW2MU002,29.00,2.07,190,0,480,0,15,430,415,0.9651162790697675,190,200.48309178743963,0.9477108433734939,1
Mytox 1,262-WS WELDER,2023-03-25 00:00:00,1,N14BC011,1250.00,0.05,2125,0,180,0,0,180,180,1,2125,3600,0.5902777777777778,1
Mytox 1,272-ANOTECH ROLLING MILL #15,2023-03-25 00:00:00,1,N28GU040,325.00,0.18,575,0,120,0,15,120,105,0.875,575,583.3333333333334,0.9857142857142857,1
Mytox 1,442-GMX350 - SPOTWELD & TAPE ASSY,2023-03-25 00:00:00,1,168ML202,240.00,0.25,642,2,255,0,0,255,255,1,642,1020,0.6294117647058823,0.9968847352024922
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-25 00:00:00,1,H1CMU106,70.00,0.86,539,14,465,0,75,465,390,0.8387096774193549,539,453.48837209302326,1.1885641025641025,0.974025974025974
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-25 00:00:00,2,H1CMU106,70.00,0.86,358,6,360,120,0,360,360,1,358,418.60465116279073,0.8552222222222221,0.9832402234636871
Mytox 1,823-HONDA ASSY - BULKHEAD,2023-03-25 00:00:00,2,H3SMU006,32.00,1.88,120,0,105,0,0,105,105,1,120,55.851063829787236,2.1485714285714286,1
Mytox 2,439A-T1XX SUV,2023-03-25 00:00:00,1,GTSAR306,27.00,2.22,165,0,432,0,0,382,382,1,165,172.07207207207205,0.9589005235602096,1
Mytox 2,439A-T1XX SUV,2023-03-25 00:00:00,2,GTLAL306,27.00,2.22,122,0,274,132,0,142,142,1,122,63.963963963963955,1.907323943661972,1
Mytox 2,439A-T1XX SUV,2023-03-25 00:00:00,2,GTSAL306,27.00,2.22,19,0,63,0,0,63,63,1,19,28.378378378378375,0.6695238095238096,1
Mytox 2,470B-T1xxHD2,2023-03-25 00:00:00,1,GBLAL106,27.00,2.22,108,0,308,0,0,258,258,1,108,116.21621621621621,0.9293023255813954,1
Mytox 2,470B-T1xxHD2,2023-03-25 00:00:00,1,GBRAL106,27.00,2.22,56,0,143,0,0,143,143,1,56,64.41441441441441,0.8693706293706295,1
Mytox 2,482-WS POWER STEP,2023-03-25 00:00:00,1,C94AR306,27.00,1,108,0,440,0,0,390,390,1,108,390,0.27692307692307694,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-25 00:00:00,1,TSQAL106,27.00,1,40,0,82,0,0,82,82,1,40,82,0.4878048780487805,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-25 00:00:00,1,TTUAL206,27.00,1,112,0,262,0,0,262,262,1,112,262,0.42748091603053434,1
Mytox 2,483-TOYOTA TUNDRA PRB,2023-03-25 00:00:00,1,TTUAR206,27.00,1,34,0,93,0,0,93,93,1,34,93,0.3655913978494624,1
Mytox 2,488-WS POWER STEP LWB,2023-03-25 00:00:00,1,C7BAR206,16.00,1,58,0,409,0,0,359,359,1,58,359,0.1615598885793872,1
Mytox 1,"103-RLFRM,007,2""",2023-03-24 00:00:00,2,FP7LU000,183.00,0.33,475,133,480,210,135,220,85,0.38636363636363635,475,257.57575757575756,1.8441176470588236,0.72
Mytox 1,116-HONDA PROJ WELD-LWR STAYS,2023-03-24 00:00:00,3,H1CBU002,88.00,0.68,1104,4,480,0,0,430,430,1,1104,632.3529411764705,1.7458604651162792,0.9963768115942029
Mytox 1,117-HONDA PROJ WELD-UPR & LATC,2023-03-24 00:00:00,2,H1CBC002,88.00,0.68,1104,0,480,0,30,430,400,0.9302325581395349,1104,588.2352941176471,1.8768,1
Mytox 1,117-HONDA PROJ WELD-UPR & LATC,2023-03-24 00:00:00,2,H1CBC012,88.00,0.68,852,0,480,0,30,430,400,0.9302325581395349,852,588.2352941176471,1.4484,1
Mytox 1,117-HONDA PROJ WELD-UPR & LATC,2023-03-24 00:00:00,3,H1CBC002,88.00,0.68,1000,0,480,0,0,430,430,1,1000,632.3529411764705,1.5813953488372094,1
Mytox 1,128-RLFRM - T1XX P375 FRAME RAILS,2023-03-24 00:00:00,2,J56RR300,459.00,0.13,1290,14,210,90,15,120,105,0.875,1290,807.6923076923076,1.5971428571428572,0.9891472868217054
Mytox 1,128-RLFRM - T1XX P375 FRAME RAILS,2023-03-24 00:00:00,2,J88RL300,459.00,0.13,716,8,90,0,15,90,75,0.8333333333333334,716,576.9230769230769,1.2410666666666668,0.9888268156424581
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-24 00:00:00,1,N14NR242,200.00,0.3,190,0,90,0,0,90,90,1,190,300,0.6333333333333333,1
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-24 00:00:00,1,N15NL242,200.00,0.3,484,4,240,0,0,240,240,1,484,800,0.605,0.9917355371900827
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-24 00:00:00,1,N16GR022,200.00,0.3,404,4,240,0,0,240,240,1,404,800,0.505,0.9900990099009901
Mytox 1,132-NISSAN H61P WELD CELL,2023-03-24 00:00:00,1,N17GL022,200.00,0.3,650,0,390,0,0,340,340,1,650,1133.3333333333335,0.5735294117647058,1
Mytox 1,141-T1XX SAWCUT,2023-03-24 00:00:00,3,J96RU206,197.00,0.3,1296,0,480,64.8,0,365.2,365.2,1,1296,1217.3333333333333,1.0646221248630887,1
Mytox 1,143-GM BV1 WELD CELL,2023-03-24 00:00:00,1,GBVAU202,24.00,2.5,100,11,240,0,0,240,240,1,100,96,1.0416666666666667,0.89
Mytox 1,146-T1XX PIERCE & SWAGE,2023-03-24 00:00:00,1,J88RL306,183.00,0.33,1326,0,480,30,0,400,400,1,1326,1212.121212121212,1.0939500000000002,1
Mytox 1,149-0200P026,2023-03-24 00:00:00,1,C74RR001,30.00,2,405,5,480,15,0,415,415,1,405,207.5,1.9518072289156627,0.9876543209876543
Mytox 1,149-0200P026,2023-03-24 00:00:00,2,C74RR001,30.00,2,107,1,120,0,0,120,120,1,107,60,1.7833333333333334,0.9906542056074766
Mytox 1,"171-P104, 100T Hand Transfer",2023-03-24 00:00:00,1,GBTRU012,21.00,2.86,127,2,480,45,65.4,385,319.6,0.8301298701298702,127,111.74825174825176,1.1364831038798497,0.984251968503937
Mytox 1,176-NISSAN H61L ASSY,2023-03-24 00:00:00,1,N3ANU106,41.00,1,128,0,275,0,0,275,275,1,128,275,0.46545454545454545,1
